Timestamp,Total Consumption (kW),Active Devices
2024-01-21 14:50:00,3.0,"Washing Machine, Computer, Lighting, TV"
2024-01-21 15:00:00,0.3,Computer
2024-01-21 15:10:00,0.9,"Refrigerator, Lighting, Computer"
2024-01-21 15:20:00,3.6,"Microwave, Lighting, Computer, Oven, Refrigerator"
2024-01-21 15:30:00,3.5,"Oven, Washing Machine"
2024-01-21 15:40:00,3.3,"Microwave, Washing Machine, Refrigerator"
2024-01-21 15:50:00,1.7,"TV, Oven"
2024-01-21 16:00:00,5.5,"Washing Machine, Lighting, Microwave, Computer, Oven"
2024-01-21 16:10:00,5.8,"Lighting, Washing Machine, Refrigerator, Computer, Oven, Microwave, TV"
2024-01-21 16:20:00,0.7,"TV, Lighting"
2024-01-21 16:30:00,5.6,"Lighting, Microwave, Computer, Oven, Refrigerator, Washing Machine"
2024-01-21 16:40:00,1.7,"Oven, TV"
2024-01-21 16:50:00,2.6,"Washing Machine, Refrigerator, Lighting"
2024-01-21 17:00:00,1.8,"Microwave, Refrigerator, Lighting"
2024-01-21 17:10:00,3.3,"Refrigerator, Oven, Microwave, Lighting"
2024-01-21 17:20:00,3.8,"TV, Computer, Microwave, Washing Machine, Refrigerator"
2024-01-21 17:30:00,1.9,"Computer, Oven, Refrigerator"
2024-01-21 17:40:00,3.2,"Microwave, Oven, Lighting"
2024-01-21 17:50:00,5.8,"Refrigerator, Microwave, TV, Lighting, Computer, Washing Machine, Oven"
2024-01-21 18:00:00,3.3,"Refrigerator, Microwave, Washing Machine"
2024-01-21 18:10:00,2.0,Washing Machine
2024-01-21 18:20:00,5.7,"Lighting, Computer, Oven, TV, Washing Machine, Microwave"
2024-01-21 18:30:00,3.6,"Microwave, Refrigerator, Lighting, Oven, Computer"
2024-01-21 18:40:00,5.1,"Computer, Microwave, Oven, Washing Machine, Refrigerator"
2024-01-21 18:50:00,3.6,"Oven, Computer, Lighting, Microwave, Refrigerator"
2024-01-21 19:00:00,5.5,"Oven, Lighting, Computer, Microwave, Washing Machine"
2024-01-21 19:10:00,3.4,"Microwave, TV, Washing Machine"
2024-01-21 19:20:00,2.3,"TV, Refrigerator, Computer, Lighting, Microwave"
2024-01-21 19:30:00,1.7,"Microwave, Lighting"
2024-01-21 19:40:00,4.0,"Washing Machine, Computer, Oven, TV"
2024-01-21 19:50:00,3.3,"Oven, Lighting, Microwave, Refrigerator"
2024-01-21 20:00:00,0.1,Refrigerator
2024-01-21 20:10:00,5.8,"Lighting, Oven, Microwave, Washing Machine, Refrigerator, TV, Computer"
2024-01-21 20:20:00,2.6,"Refrigerator, Computer, TV, Oven, Lighting"
2024-01-21 20:30:00,2.1,"Computer, Refrigerator, TV, Oven"
2024-01-21 20:40:00,2.3,"Microwave, Lighting, TV, Computer, Refrigerator"
2024-01-21 20:50:00,2.8,"Refrigerator, Microwave, Oven"
2024-01-21 21:00:00,5.5,"Lighting, Oven, Washing Machine, Microwave, TV, Refrigerator"
2024-01-21 21:10:00,2.2,"TV, Washing Machine"
2024-01-21 21:20:00,2.2,"Lighting, TV, Computer, Microwave"
2024-01-21 21:30:00,0.5,Lighting
2024-01-21 21:40:00,0.2,TV
2024-01-21 21:50:00,2.7,"Microwave, Oven"
2024-01-21 22:00:00,3.6,"Microwave, Washing Machine, Computer, Refrigerator"
2024-01-21 22:10:00,5.8,"Computer, Lighting, Microwave, TV, Refrigerator, Washing Machine, Oven"
2024-01-21 22:20:00,2.0,"TV, Computer, Oven"
2024-01-21 22:30:00,2.6,"Computer, Refrigerator, Lighting, Oven, TV"
2024-01-21 22:40:00,3.7,"TV, Lighting, Microwave, Computer, Oven"
2024-01-21 22:50:00,3.7,"Lighting, Computer, Microwave, Oven, TV"
2024-01-21 23:00:00,4.6,"Computer, Lighting, Oven, TV, Washing Machine, Refrigerator"
2024-01-21 23:10:00,1.8,"Refrigerator, Lighting, Microwave"
2024-01-21 23:20:00,5.3,"Washing Machine, Microwave, Oven, Computer, Refrigerator, TV"
2024-01-21 23:30:00,5.6,"Washing Machine, Microwave, Oven, Refrigerator, Computer, Lighting"
2024-01-21 23:40:00,0.5,Lighting
2024-01-21 23:50:00,2.6,"Oven, TV, Refrigerator, Computer, Lighting"
2024-01-22 00:00:00,5.8,"Refrigerator, Washing Machine, Lighting, Oven, Microwave, TV, Computer"
2024-01-22 00:10:00,1.8,"Oven, Refrigerator, TV"
2024-01-22 00:20:00,2.3,"TV, Washing Machine, Refrigerator"
2024-01-22 00:30:00,5.8,"Microwave, Oven, Washing Machine, Computer, TV, Lighting, Refrigerator"
2024-01-22 00:40:00,5.8,"Microwave, Refrigerator, Oven, TV, Lighting, Washing Machine, Computer"
2024-01-22 00:50:00,3.2,"Lighting, Oven, Microwave"
2024-01-22 01:00:00,1.3,"Microwave, Refrigerator"
2024-01-22 01:10:00,0.5,Lighting
2024-01-22 01:20:00,5.8,"Refrigerator, Oven, Computer, Washing Machine, TV, Microwave, Lighting"
2024-01-22 01:30:00,5.8,"Lighting, TV, Computer, Washing Machine, Oven, Microwave, Refrigerator"
2024-01-22 01:40:00,5.7,"Lighting, TV, Oven, Washing Machine, Microwave, Computer"
2024-01-22 01:50:00,0.1,Refrigerator
2024-01-22 02:00:00,2.3,"Lighting, Computer, Oven"
2024-01-22 02:10:00,3.8,"Microwave, Oven, TV, Lighting, Computer, Refrigerator"
2024-01-22 02:20:00,3.3,"Washing Machine, Microwave, Refrigerator"
2024-01-22 02:30:00,5.8,"Washing Machine, Computer, Oven, Lighting, Refrigerator, TV, Microwave"
2024-01-22 02:40:00,1.5,Oven
2024-01-22 02:50:00,5.8,"Microwave, Computer, Oven, Refrigerator, Lighting, Washing Machine, TV"
2024-01-22 03:00:00,3.4,"Oven, TV, Lighting, Microwave"
2024-01-22 03:10:00,5.1,"Microwave, Oven, Washing Machine, Refrigerator, Computer"
2024-01-22 03:20:00,5.8,"Oven, Refrigerator, TV, Microwave, Computer, Lighting, Washing Machine"
2024-01-22 03:30:00,2.2,"Microwave, Lighting, Computer, TV"
2024-01-22 03:40:00,5.8,"Computer, Microwave, Oven, TV, Lighting, Washing Machine, Refrigerator"
2024-01-22 03:50:00,0.1,Refrigerator
2024-01-22 04:00:00,5.8,"Lighting, TV, Computer, Oven, Microwave, Washing Machine, Refrigerator"
2024-01-22 04:10:00,0.5,Lighting
2024-01-22 04:20:00,2.1,"Washing Machine, Refrigerator"
2024-01-22 04:30:00,5.8,"Refrigerator, Washing Machine, Lighting, Oven, Computer, Microwave, TV"
2024-01-22 04:40:00,5.8,"Washing Machine, TV, Oven, Lighting, Refrigerator, Computer, Microwave"
2024-01-22 04:50:00,5.4,"TV, Oven, Lighting, Microwave, Washing Machine"
2024-01-22 05:00:00,1.5,"Refrigerator, Microwave, TV"
2024-01-22 05:10:00,3.5,"Washing Machine, Microwave, Computer"
2024-01-22 05:20:00,3.5,"Microwave, TV, Refrigerator, Washing Machine"
2024-01-22 05:30:00,4.0,"Washing Machine, Microwave, Lighting, Computer"
2024-01-22 05:40:00,2.0,Washing Machine
2024-01-22 05:50:00,5.8,"Oven, Computer, TV, Washing Machine, Refrigerator, Microwave, Lighting"
2024-01-22 06:00:00,4.1,"Oven, Computer, TV, Washing Machine, Refrigerator"
2024-01-22 06:10:00,1.3,"Microwave, Refrigerator"
2024-01-22 06:20:00,2.0,"Microwave, Computer, Lighting"
2024-01-22 06:30:00,5.3,"Microwave, Oven, Refrigerator, Washing Machine, Lighting"
2024-01-22 06:40:00,1.6,"Oven, Refrigerator"
2024-01-22 06:50:00,1.8,"Refrigerator, Lighting, Microwave"
2024-01-22 07:00:00,4.3,"TV, Washing Machine, Refrigerator, Oven, Lighting"
2024-01-22 07:10:00,5.8,"Oven, Washing Machine, Microwave, Lighting, TV, Computer, Refrigerator"
2024-01-22 07:20:00,1.4,"TV, Microwave"
2024-01-22 07:30:00,5.0,"Microwave, Computer, Oven, Washing Machine"
2024-01-22 07:40:00,1.2,Microwave
2024-01-22 07:50:00,3.6,"Oven, Refrigerator, Lighting, Computer, Microwave"
2024-01-22 08:00:00,5.5,"TV, Oven, Refrigerator, Washing Machine, Microwave, Lighting"
2024-01-22 08:10:00,0.3,"TV, Refrigerator"
2024-01-22 08:20:00,5.6,"Microwave, Computer, Refrigerator, Lighting, Washing Machine, Oven"
2024-01-22 08:30:00,3.3,"Refrigerator, Microwave, Washing Machine"
2024-01-22 08:40:00,1.6,"Oven, Refrigerator"
2024-01-22 08:50:00,5.5,"Computer, Lighting, Oven, Washing Machine, Microwave"
2024-01-22 09:00:00,5.8,"Refrigerator, Microwave, Lighting, Oven, Washing Machine, Computer, TV"
2024-01-22 09:10:00,0.3,Computer
2024-01-22 09:20:00,3.3,"Refrigerator, Microwave, Washing Machine"
2024-01-22 09:30:00,5.6,"Computer, Microwave, Oven, Lighting, Washing Machine, Refrigerator"
2024-01-22 09:40:00,0.3,Computer
2024-01-22 09:50:00,0.1,Refrigerator
2024-01-22 10:00:00,5.5,"Oven, Lighting, TV, Microwave, Washing Machine, Refrigerator"
2024-01-22 10:10:00,5.8,"Computer, Lighting, Oven, TV, Washing Machine, Microwave, Refrigerator"
2024-01-22 10:20:00,5.3,"Refrigerator, Computer, Microwave, TV, Oven, Washing Machine"
2024-01-22 10:30:00,3.6,"Oven, Washing Machine, Refrigerator"
2024-01-22 10:40:00,4.4,"Refrigerator, Oven, Washing Machine, Computer, Lighting"
2024-01-22 10:50:00,5.8,"Oven, TV, Microwave, Refrigerator, Lighting, Computer, Washing Machine"
2024-01-22 11:00:00,5.3,"Refrigerator, Oven, Washing Machine, TV, Microwave, Computer"
2024-01-22 11:10:00,0.3,Computer
2024-01-22 11:20:00,1.8,"Refrigerator, TV, Microwave, Computer"
2024-01-22 11:30:00,0.3,Computer
2024-01-22 11:40:00,5.6,"Lighting, Refrigerator, Oven, Computer, Microwave, Washing Machine"
2024-01-22 11:50:00,4.3,"Oven, Lighting, Computer, Washing Machine"
2024-01-22 12:00:00,4.2,"TV, Lighting, Washing Machine, Oven"
2024-01-22 12:10:00,1.2,Microwave
2024-01-22 12:20:00,2.1,"Lighting, Computer, Refrigerator, Microwave"
2024-01-22 12:30:00,4.0,"Computer, Oven, Washing Machine, TV"
2024-01-22 12:40:00,1.7,"Computer, TV, Microwave"
2024-01-22 12:50:00,2.0,"Lighting, Microwave, Refrigerator, TV"
2024-01-22 13:00:00,5.8,"Computer, Refrigerator, TV, Microwave, Oven, Lighting, Washing Machine"
2024-01-22 13:10:00,2.1,"Refrigerator, Oven, Lighting"
2024-01-22 13:20:00,5.0,"Microwave, TV, Washing Machine, Refrigerator, Oven"
2024-01-22 13:30:00,5.8,"TV, Washing Machine, Microwave, Lighting, Oven, Computer, Refrigerator"
2024-01-22 13:40:00,4.6,"Lighting, TV, Washing Machine, Computer, Oven, Refrigerator"
2024-01-22 13:50:00,5.8,"Washing Machine, Lighting, Microwave, Computer, Oven, Refrigerator, TV"
2024-01-22 14:00:00,4.6,"Lighting, Refrigerator, Washing Machine, TV, Oven, Computer"
2024-01-22 14:10:00,3.6,"Washing Machine, Oven, Refrigerator"
2024-01-22 14:20:00,5.8,"Refrigerator, TV, Washing Machine, Oven, Microwave, Computer, Lighting"
2024-01-22 14:30:00,1.6,"Oven, Refrigerator"
2024-01-22 14:40:00,2.0,Washing Machine
2024-01-22 14:50:00,5.8,"Lighting, Refrigerator, Computer, TV, Microwave, Oven, Washing Machine"
2024-01-22 15:00:00,3.3,"Microwave, Refrigerator, Washing Machine"
2024-01-22 15:10:00,0.1,Refrigerator
2024-01-22 15:20:00,5.2,"TV, Microwave, Washing Machine, Oven, Computer"
2024-01-22 15:30:00,5.8,"Oven, Microwave, Washing Machine, Computer, Refrigerator, Lighting, TV"
2024-01-22 15:40:00,3.7,"TV, Oven, Microwave, Lighting, Computer"
2024-01-22 15:50:00,0.7,"TV, Lighting"
2024-01-22 16:00:00,5.0,"Microwave, Washing Machine, TV, Oven, Refrigerator"
2024-01-22 16:10:00,4.0,"Computer, TV, Oven, Washing Machine"
2024-01-22 16:20:00,3.8,"TV, Oven, Computer, Refrigerator, Lighting, Microwave"
2024-01-22 16:30:00,1.8,"Computer, Oven"
2024-01-22 16:40:00,2.6,"Lighting, Refrigerator, Washing Machine"
2024-01-22 16:50:00,5.1,"Oven, Computer, Washing Machine, Microwave, Refrigerator"
2024-01-22 17:00:00,1.5,Oven
2024-01-22 17:10:00,2.8,"Washing Machine, Lighting, TV, Refrigerator"
2024-01-22 17:20:00,3.5,"TV, Lighting, Microwave, Refrigerator, Oven"
2024-01-22 17:30:00,0.1,Refrigerator
2024-01-22 17:40:00,3.8,"TV, Computer, Washing Machine, Refrigerator, Microwave"
2024-01-22 17:50:00,4.6,"Oven, Lighting, Refrigerator, Computer, Washing Machine, TV"
2024-01-22 18:00:00,2.6,"Refrigerator, Computer, Washing Machine, TV"
2024-01-22 18:10:00,5.3,"Microwave, Refrigerator, Computer, Washing Machine, Oven, TV"
2024-01-22 18:20:00,1.5,"Computer, Microwave"
2024-01-22 18:30:00,2.1,"Oven, TV, Refrigerator, Computer"
2024-01-22 18:40:00,2.3,"Lighting, Computer, Oven"
2024-01-22 18:50:00,0.5,Lighting
2024-01-22 19:00:00,2.3,"Washing Machine, Refrigerator, TV"
2024-01-22 19:10:00,3.8,"Computer, Washing Machine, Microwave, TV, Refrigerator"
2024-01-22 19:20:00,1.2,Microwave
2024-01-22 19:30:00,3.8,"Refrigerator, TV, Oven, Computer, Microwave, Lighting"
2024-01-22 19:40:00,5.8,"Refrigerator, TV, Lighting, Microwave, Washing Machine, Computer, Oven"
2024-01-22 19:50:00,3.2,"TV, Oven, Microwave, Computer"
2024-01-22 20:00:00,2.1,"Washing Machine, Refrigerator"
2024-01-22 20:10:00,2.4,"Computer, Washing Machine, Refrigerator"
2024-01-22 20:20:00,4.6,"Washing Machine, Lighting, Oven, TV, Computer, Refrigerator"
2024-01-22 20:30:00,5.7,"Computer, Washing Machine, Oven, Lighting, TV, Microwave"
2024-01-22 20:40:00,5.8,"Washing Machine, Computer, Lighting, TV, Refrigerator, Microwave, Oven"
2024-01-22 20:50:00,0.4,"Computer, Refrigerator"
2024-01-22 21:00:00,5.4,"Washing Machine, Lighting, Microwave, TV, Oven"
2024-01-22 21:10:00,3.7,"Washing Machine, TV, Oven"
2024-01-22 21:20:00,0.5,Lighting
2024-01-22 21:30:00,2.3,"Lighting, Computer, Oven"
2024-01-22 21:40:00,5.8,"Oven, Microwave, TV, Computer, Washing Machine, Refrigerator, Lighting"
2024-01-22 21:50:00,2.5,"TV, Computer, Washing Machine"
2024-01-22 22:00:00,0.2,TV
2024-01-22 22:10:00,0.2,TV
2024-01-22 22:20:00,3.5,"Microwave, Oven, TV, Refrigerator, Lighting"
2024-01-22 22:30:00,2.2,"Washing Machine, TV"
2024-01-22 22:40:00,4.0,"TV, Computer, Oven, Washing Machine"
2024-01-22 22:50:00,3.9,"Oven, Computer, Washing Machine, Refrigerator"
2024-01-22 23:00:00,0.5,Lighting
2024-01-22 23:10:00,2.0,Washing Machine
2024-01-22 23:20:00,3.6,"Lighting, Computer, Oven, Microwave, Refrigerator"
2024-01-22 23:30:00,0.7,"Lighting, TV"
2024-01-22 23:40:00,5.2,"Microwave, TV, Oven, Computer, Washing Machine"
2024-01-22 23:50:00,4.5,"Oven, Computer, TV, Washing Machine, Lighting"
2024-01-23 00:00:00,5.8,"Washing Machine, Oven, Lighting, Microwave, Computer, TV, Refrigerator"
2024-01-23 00:10:00,2.3,"TV, Refrigerator, Computer, Microwave, Lighting"
2024-01-23 00:20:00,5.5,"Microwave, Oven, Lighting, Refrigerator, Washing Machine, TV"
2024-01-23 00:30:00,5.6,"Refrigerator, Washing Machine, Computer, Oven, Lighting, Microwave"
2024-01-23 00:40:00,5.8,"Washing Machine, Computer, Lighting, Oven, Microwave, Refrigerator, TV"
2024-01-23 00:50:00,3.7,"Microwave, Computer, TV, Washing Machine"
2024-01-23 01:00:00,1.5,Oven
2024-01-23 01:10:00,5.8,"Lighting, Microwave, Computer, Refrigerator, Washing Machine, TV, Oven"
2024-01-23 01:20:00,2.4,"Washing Machine, Refrigerator, Computer"
2024-01-23 01:30:00,3.6,"Oven, Computer, Microwave, Refrigerator, Lighting"
2024-01-23 01:40:00,0.5,"Computer, TV"
2024-01-23 01:50:00,3.2,"Lighting, Oven, Microwave"
2024-01-23 02:00:00,0.6,"Refrigerator, TV, Computer"
2024-01-23 02:10:00,3.5,"Microwave, Washing Machine, Computer"
2024-01-23 02:20:00,5.5,"TV, Oven, Refrigerator, Lighting, Washing Machine, Microwave"
2024-01-23 02:30:00,5.5,"TV, Lighting, Washing Machine, Refrigerator, Oven, Microwave"
2024-01-23 02:40:00,2.1,"Refrigerator, Washing Machine"
2024-01-23 02:50:00,1.6,"Oven, Refrigerator"
2024-01-23 03:00:00,5.8,"Oven, Washing Machine, Computer, Microwave, TV, Refrigerator, Lighting"
2024-01-23 03:10:00,1.9,"Microwave, TV, Lighting"
2024-01-23 03:20:00,3.3,"Computer, Microwave, Refrigerator, TV, Oven"
2024-01-23 03:30:00,2.6,"Refrigerator, TV, Computer, Washing Machine"
2024-01-23 03:40:00,1.8,"Microwave, Refrigerator, Lighting"
2024-01-23 03:50:00,0.2,TV
2024-01-23 04:00:00,1.8,"TV, Refrigerator, Oven"
2024-01-23 04:10:00,5.7,"Oven, Computer, Washing Machine, TV, Lighting, Microwave"
2024-01-23 04:20:00,5.6,"Microwave, Computer, Washing Machine, Refrigerator, Oven, Lighting"
2024-01-23 04:30:00,2.3,"Washing Machine, Computer"
2024-01-23 04:40:00,5.8,"Microwave, Refrigerator, Washing Machine, TV, Computer, Oven, Lighting"
2024-01-23 04:50:00,2.2,"Computer, Microwave, Lighting, TV"
2024-01-23 05:00:00,5.3,"Washing Machine, Oven, Computer, TV, Refrigerator, Microwave"
2024-01-23 05:10:00,5.3,"Refrigerator, Oven, TV, Washing Machine, Microwave, Computer"
2024-01-23 05:20:00,2.6,"Lighting, Refrigerator, Washing Machine"
2024-01-23 05:30:00,3.7,"Microwave, Oven, Lighting, TV, Computer"
2024-01-23 05:40:00,5.8,"Oven, Washing Machine, TV, Refrigerator, Computer, Lighting, Microwave"
2024-01-23 05:50:00,3.8,"Refrigerator, Computer, Lighting, Microwave, TV, Oven"
2024-01-23 06:00:00,5.1,"Computer, Refrigerator, Microwave, Oven, Washing Machine"
2024-01-23 06:10:00,5.8,"Oven, Washing Machine, TV, Lighting, Refrigerator, Microwave, Computer"
2024-01-23 06:20:00,2.7,"Microwave, Oven"
2024-01-23 06:30:00,1.2,Microwave
2024-01-23 06:40:00,1.7,"Oven, TV"
2024-01-23 06:50:00,0.2,TV
2024-01-23 07:00:00,4.1,"Lighting, Refrigerator, Microwave, Washing Machine, Computer"
2024-01-23 07:10:00,5.8,"Microwave, Computer, TV, Refrigerator, Oven, Washing Machine, Lighting"
2024-01-23 07:20:00,3.6,"Computer, Oven, Refrigerator, Microwave, Lighting"
2024-01-23 07:30:00,2.8,"Lighting, Computer, Washing Machine"
2024-01-23 07:40:00,3.2,"Washing Machine, Microwave"
2024-01-23 07:50:00,2.4,"Refrigerator, Computer, Washing Machine"
2024-01-23 08:00:00,2.0,"Lighting, Oven"
2024-01-23 08:10:00,1.8,"Computer, Oven"
2024-01-23 08:20:00,3.5,"Oven, Microwave, Lighting, Computer"
2024-01-23 08:30:00,2.7,"Oven, Microwave"
2024-01-23 08:40:00,2.1,"Oven, Refrigerator, Lighting"
2024-01-23 08:50:00,3.0,"TV, Microwave, Oven, Refrigerator"
2024-01-23 09:00:00,5.8,"Refrigerator, TV, Lighting, Oven, Computer, Washing Machine, Microwave"
2024-01-23 09:10:00,2.8,"Washing Machine, TV, Lighting, Refrigerator"
2024-01-23 09:20:00,5.8,"Microwave, Oven, Computer, Refrigerator, TV, Lighting, Washing Machine"
2024-01-23 09:30:00,5.0,"Microwave, Oven, Washing Machine, Refrigerator, TV"
2024-01-23 09:40:00,5.8,"Microwave, Oven, Lighting, Washing Machine, TV, Computer, Refrigerator"
2024-01-23 09:50:00,5.6,"Computer, Refrigerator, Lighting, Washing Machine, Microwave, Oven"
2024-01-23 10:00:00,2.2,"TV, Washing Machine"
2024-01-23 10:10:00,5.5,"Microwave, Washing Machine, Lighting, Oven, TV, Refrigerator"
2024-01-23 10:20:00,3.8,"Washing Machine, Computer, Oven"
2024-01-23 10:30:00,5.8,"Lighting, Washing Machine, Computer, Oven, Microwave, Refrigerator, TV"
2024-01-23 10:40:00,5.5,"TV, Refrigerator, Microwave, Washing Machine, Lighting, Oven"
2024-01-23 10:50:00,5.3,"Oven, Refrigerator, TV, Computer, Microwave, Washing Machine"
2024-01-23 11:00:00,1.0,"Computer, Lighting, TV"
2024-01-23 11:10:00,4.8,"Refrigerator, Microwave, Oven, Washing Machine"
2024-01-23 11:20:00,2.3,"Washing Machine, Refrigerator, TV"
2024-01-23 11:30:00,5.8,"Oven, TV, Computer, Refrigerator, Microwave, Lighting, Washing Machine"
2024-01-23 11:40:00,5.8,"Microwave, Lighting, TV, Oven, Refrigerator, Washing Machine, Computer"
2024-01-23 11:50:00,0.9,"Lighting, Refrigerator, Computer"
2024-01-23 12:00:00,3.3,"Microwave, Refrigerator, Washing Machine"
2024-01-23 12:10:00,4.2,"Oven, Lighting, TV, Washing Machine"
2024-01-23 12:20:00,2.9,"Oven, TV, Microwave"
2024-01-23 12:30:00,5.8,"TV, Microwave, Oven, Refrigerator, Lighting, Washing Machine, Computer"
2024-01-23 12:40:00,1.7,"TV, Oven"
2024-01-23 12:50:00,5.0,"Microwave, Washing Machine, Computer, Oven"
2024-01-23 13:00:00,5.7,"TV, Washing Machine, Microwave, Oven, Computer, Lighting"
2024-01-23 13:10:00,5.8,"Computer, TV, Washing Machine, Oven, Lighting, Microwave, Refrigerator"
2024-01-23 13:20:00,3.6,"Lighting, Microwave, Oven, Refrigerator, Computer"
2024-01-23 13:30:00,5.2,"Microwave, Lighting, Washing Machine, Oven"
2024-01-23 13:40:00,1.8,"Lighting, Refrigerator, Microwave"
2024-01-23 13:50:00,1.7,"Lighting, Microwave"
2024-01-23 14:00:00,5.4,"TV, Lighting, Oven, Washing Machine, Microwave"
2024-01-23 14:10:00,1.2,Microwave
2024-01-23 14:20:00,0.8,"Computer, Lighting"
2024-01-23 14:30:00,3.8,"Refrigerator, Oven, TV, Washing Machine"
2024-01-23 14:40:00,0.3,Computer
2024-01-23 14:50:00,4.6,"Oven, Computer, Washing Machine, Lighting, Refrigerator, TV"
2024-01-23 15:00:00,1.8,"Oven, Computer"
2024-01-23 15:10:00,4.3,"Washing Machine, Refrigerator, Lighting, Oven, TV"
2024-01-23 15:20:00,0.8,"Lighting, Computer"
2024-01-23 15:30:00,0.2,TV
2024-01-23 15:40:00,0.2,TV
2024-01-23 15:50:00,3.6,"Microwave, Computer, Lighting, Refrigerator, Oven"
2024-01-23 16:00:00,4.0,"Lighting, Computer, Washing Machine, Microwave"
2024-01-23 16:10:00,5.7,"TV, Microwave, Washing Machine, Lighting, Computer, Oven"
2024-01-23 16:20:00,5.5,"Microwave, Washing Machine, Oven, Refrigerator, Lighting, TV"
2024-01-23 16:30:00,1.5,Oven
2024-01-23 16:40:00,2.3,"Computer, Washing Machine"
2024-01-23 16:50:00,2.7,"Microwave, Oven"
2024-01-23 17:00:00,0.4,"Computer, Refrigerator"
2024-01-23 17:10:00,1.8,"Computer, Oven"
2024-01-23 17:20:00,5.6,"Lighting, Washing Machine, Computer, Oven, Microwave, Refrigerator"
2024-01-23 17:30:00,3.5,"Refrigerator, Microwave, Washing Machine, TV"
2024-01-23 17:40:00,2.1,"Washing Machine, Refrigerator"
2024-01-23 17:50:00,4.4,"Computer, Oven, Lighting, Refrigerator, Washing Machine"
2024-01-23 18:00:00,3.3,"Microwave, Washing Machine, Refrigerator"
2024-01-23 18:10:00,0.6,"Refrigerator, Lighting"
2024-01-23 18:20:00,2.3,"Lighting, TV, Oven, Refrigerator"
2024-01-23 18:30:00,0.5,"TV, Computer"
2024-01-23 18:40:00,4.0,"Lighting, Microwave, Washing Machine, Computer"
2024-01-23 18:50:00,4.7,"Microwave, Washing Machine, Oven"
2024-01-23 19:00:00,3.7,"Lighting, Oven, TV, Computer, Microwave"
2024-01-23 19:10:00,5.6,"Computer, Lighting, Washing Machine, Refrigerator, Microwave, Oven"
2024-01-23 19:20:00,5.8,"Refrigerator, Microwave, TV, Washing Machine, Lighting, Oven, Computer"
2024-01-23 19:30:00,2.0,Washing Machine
2024-01-23 19:40:00,5.0,"Oven, Microwave, Refrigerator, Washing Machine, TV"
2024-01-23 19:50:00,3.2,"Washing Machine, Microwave"
2024-01-23 20:00:00,3.8,"Microwave, TV, Refrigerator, Computer, Oven, Lighting"
2024-01-23 20:10:00,5.0,"Computer, Microwave, Oven, Washing Machine"
2024-01-23 20:20:00,5.8,"Oven, Lighting, TV, Computer, Refrigerator, Washing Machine, Microwave"
2024-01-23 20:30:00,5.3,"Computer, Refrigerator, Oven, TV, Washing Machine, Microwave"
2024-01-23 20:40:00,5.8,"Computer, Lighting, TV, Refrigerator, Washing Machine, Oven, Microwave"
2024-01-23 20:50:00,3.8,"Oven, Lighting, Computer, Microwave, TV, Refrigerator"
2024-01-23 21:00:00,5.5,"Microwave, Oven, Refrigerator, Lighting, TV, Washing Machine"
2024-01-23 21:10:00,5.6,"Washing Machine, Computer, Oven, Refrigerator, Microwave, Lighting"
2024-01-23 21:20:00,5.8,"Refrigerator, Oven, Lighting, Microwave, Washing Machine, TV, Computer"
2024-01-23 21:30:00,1.3,"Refrigerator, Microwave"
2024-01-23 21:40:00,5.1,"Washing Machine, Computer, Oven, Refrigerator, Microwave"
2024-01-23 21:50:00,5.8,"Computer, Washing Machine, Lighting, Refrigerator, Oven, Microwave, TV"
2024-01-23 22:00:00,5.5,"Washing Machine, Lighting, Microwave, Oven, Computer"
2024-01-23 22:10:00,5.8,"Computer, Refrigerator, TV, Lighting, Oven, Washing Machine, Microwave"
2024-01-23 22:20:00,3.8,"Lighting, Microwave, Refrigerator, Washing Machine"
2024-01-23 22:30:00,1.4,"Microwave, TV"
2024-01-23 22:40:00,1.6,"Microwave, Computer, Refrigerator"
2024-01-23 22:50:00,4.0,"Oven, Washing Machine, Lighting"
2024-01-23 23:00:00,1.8,"TV, Refrigerator, Oven"
2024-01-23 23:10:00,4.1,"Refrigerator, Microwave, Washing Machine, Computer, Lighting"
2024-01-23 23:20:00,3.1,"Refrigerator, Washing Machine, TV, Lighting, Computer"
2024-01-23 23:30:00,3.5,"Washing Machine, Microwave, Computer"
2024-01-23 23:40:00,3.1,"Microwave, Oven, Refrigerator, Computer"
2024-01-23 23:50:00,4.3,"TV, Computer, Washing Machine, Lighting, Microwave, Refrigerator"
2024-01-24 00:00:00,2.1,"Refrigerator, Washing Machine"
2024-01-24 00:10:00,3.1,"Refrigerator, Microwave, Computer, Oven"
2024-01-24 00:20:00,4.3,"Lighting, Washing Machine, Oven, Computer"
2024-01-24 00:30:00,5.7,"Lighting, TV, Oven, Washing Machine, Microwave, Computer"
2024-01-24 00:40:00,2.8,"Washing Machine, Computer, Lighting"
2024-01-24 00:50:00,4.1,"Computer, Microwave, Lighting, Refrigerator, Washing Machine"
2024-01-24 01:00:00,1.9,"TV, Microwave, Lighting"
2024-01-24 01:10:00,0.8,"Computer, Lighting"
2024-01-24 01:20:00,5.8,"TV, Lighting, Microwave, Refrigerator, Computer, Oven, Washing Machine"
2024-01-24 01:30:00,1.8,"Computer, Oven"
2024-01-24 01:40:00,2.1,"Refrigerator, Washing Machine"
2024-01-24 01:50:00,5.8,"Computer, Microwave, TV, Oven, Lighting, Refrigerator, Washing Machine"
